country,region,iso,id,region_ascii
Angola,Huíla,AGO,113,Huila
Angola,Luanda,AGO,114,Luanda
Angola,Lunda Norte,AGO,115,Lunda Norte
Angola,Lunda Sul,AGO,116,Lunda Sul
Angola,Malanje,AGO,117,Malanje
Angola,Moxico,AGO,118,Moxico
Angola,Namibe,AGO,119,Namibe
Angola,Uíge,AGO,120,Uige
Angola,Zaire,AGO,121,Zaire
Anguilla,,AIA,122,
Antarctica,,ATA,123,
Antigua and Barbuda,Barbuda,ATG,124,Barbuda
Antigua and Barbuda,Redonda,ATG,125,Redonda
Antigua and Barbuda,Saint George,ATG,126,Saint George
Antigua and Barbuda,Saint John,ATG,127,Saint John
Antigua and Barbuda,Saint Mary,ATG,128,Saint Mary
Antigua and Barbuda,Saint Paul,ATG,129,Saint Paul
Antigua and Barbuda,Saint Peter,ATG,130,Saint Peter
Antigua and Barbuda,Saint Philip,ATG,131,Saint Philip
Argentina,Buenos Aires,ARG,132,Buenos Aires
Argentina,Catamarca,ARG,133,Catamarca
Argentina,Chaco,ARG,134,Chaco
Argentina,Chubut,ARG,135,Chubut
Argentina,Ciudad de Buenos Aires,ARG,136,Ciudad de Buenos Aires
Argentina,Córdoba,ARG,137,Cordoba
Argentina,Corrientes,ARG,138,Corrientes
Argentina,Entre Ríos,ARG,139,Entre Rios
Argentina,Formosa,ARG,140,Formosa
Argentina,Jujuy,ARG,141,Jujuy
Argentina,La Pampa,ARG,142,La Pampa
Argentina,La Rioja,ARG,143,La Rioja
Argentina,Mendoza,ARG,144,Mendoza
Argentina,Misiones,ARG,145,Misiones
Argentina,Neuquén,ARG,146,Neuquen
Argentina,Río Negro,ARG,147,Rio Negro
Argentina,Salta,ARG,148,Salta
Argentina,San Juan,ARG,149,San Juan
Argentina,San Luis,ARG,150,San Luis
Argentina,Santa Cruz,ARG,151,Santa Cruz
Argentina,Santa Fe,ARG,152,Santa Fe
Argentina,Santiago del Estero,ARG,153,Santiago del Estero
Argentina,Tierra del Fuego,ARG,154,Tierra del Fuego
Argentina,Tucumán,ARG,155,Tucuman
Armenia,Aragatsotn,ARM,156,Aragatsotn
Armenia,Ararat,ARM,157,Ararat
Armenia,Armavir,ARM,158,Armavir
Armenia,Erevan,ARM,159,Erevan
Armenia,Gegharkunik,ARM,160,Gegharkunik
Armenia,Kotayk,ARM,161,Kotayk
Armenia,Lake Sevan,ARM,162,Lake Sevan
Armenia,Lori,ARM,163,Lori
Armenia,Shirak,ARM,164,Shirak
Armenia,Syunik,ARM,165,Syunik
Armenia,Tavush,ARM,166,Tavush
Armenia,Vayots Dzor,ARM,167,Vayots Dzor
Aruba,,ABW,168,
Australia,Ashmore and Cartier Islands,AUS,169,Ashmore and Cartier Islands
Australia,Australian Capital Territory,AUS,170,Australian Capital Territory
Australia,Coral Sea Islands,AUS,171,Coral Sea Islands
Australia,New South Wales,AUS,172,New South Wales
Australia,Northern Territory,AUS,173,Northern Territory
Australia,Queensland,AUS,174,Queensland
Australia,South Australia,AUS,175,South Australia
Australia,Tasmania,AUS,176,Tasmania
Australia,Unknown1,AUS,177,Unknown1
Australia,Victoria,AUS,178,Victoria
Australia,Western Australia,AUS,179,Western Australia
Austria,Burgenland,AUT,180,Burgenland
Austria,Kärnten,AUT,181,Karnten
Austria,Niederösterreich,AUT,182,Niederosterreich
Austria,Oberösterreich,AUT,183,Oberosterreich
Austria,Salzburg,AUT,184,Salzburg
Austria,Steiermark,AUT,185,Steiermark
Austria,Tirol,AUT,186,Tirol
Austria,Vorarlberg,AUT,187,Vorarlberg
Austria,Wien,AUT,188,Wien
Azerbaijan,Abseron,AZE,190,Abseron
Azerbaijan,Agcab?di,AZE,191,Agcab?di
Azerbaijan,Agdam,AZE,192,Agdam
Azerbaijan,Agdas,AZE,193,Agdas
Azerbaijan,Agstafa,AZE,194,Agstafa
Azerbaijan,Agsu,AZE,195,Agsu
Azerbaijan,Astara,AZE,196,Astara
Azerbaijan,Bab?k,AZE,198,Bab?k
Azerbaijan,Baki,AZE,199,Baki
Azerbaijan,Balak?n,AZE,200,Balak?n
Azerbaijan,Beyl?qan,AZE,201,Beyl?qan
Azerbaijan,Bil?suvar,AZE,202,Bil?suvar
Azerbaijan,B?rd?,AZE,197,B?rd?
Azerbaijan,C?brayil,AZE,203,C?brayil
Azerbaijan,C?lilabad,AZE,204,C?lilabad
Azerbaijan,Culfa,AZE,205,Culfa
Azerbaijan,Dask?s?n,AZE,207,Dask?s?n
Azerbaijan,D?v?çi,AZE,206,D?v?ci
Azerbaijan,Füzuli,AZE,208,Fuzuli
Azerbaijan,G?d?b?y,AZE,209,G?d?b?y
Azerbaijan,G?nc?,AZE,210,G?nc?
Azerbaijan,Goranboy,AZE,211,Goranboy
Azerbaijan,Göyçay,AZE,212,Goycay
Azerbaijan,Haciqabul,AZE,213,Haciqabul
Azerbaijan,Imisli,AZE,214,Imisli
Azerbaijan,Ismayilli,AZE,215,Ismayilli
Azerbaijan,K?lb?c?r,AZE,216,K?lb?c?r
Azerbaijan,Kürd?mir,AZE,217,Kurd?mir
Azerbaijan,Lerik,AZE,219,Lerik
Azerbaijan,?li Bayramli,AZE,189,?li Bayramli
Azerbaijan,L?nk?ran,AZE,218,L?nk?ran
Azerbaijan,Masalli,AZE,220,Masalli
Azerbaijan,Ming?çevir,AZE,221,Ming?cevir
Azerbaijan,Naxçivan,AZE,222,Naxcivan
Azerbaijan,Neftçala,AZE,223,Neftcala
Azerbaijan,Oguz,AZE,224,Oguz
Azerbaijan,Ordubad,AZE,225,Ordubad
Azerbaijan,Qax,AZE,227,Qax
Azerbaijan,Qazax,AZE,228,Qazax
Azerbaijan,Q?b?l?,AZE,226,Q?b?l?
Azerbaijan,Qobustan,AZE,229,Qobustan
Azerbaijan,Quba,AZE,230,Quba
Azerbaijan,Qubadli,AZE,231,Qubadli
Azerbaijan,Qusar,AZE,232,Qusar
Azerbaijan,Saatli,AZE,237,Saatli
Azerbaijan,Sabirabad,AZE,238,Sabirabad
Azerbaijan,Sahbuz,AZE,239,Sahbuz
Azerbaijan,Salyan,AZE,240,Salyan
Azerbaijan,Samaxi,AZE,241,Samaxi
Azerbaijan,Samux,AZE,242,Samux
Azerbaijan,S?d?r?k,AZE,233,S?d?r?k
Azerbaijan,Siy?z?n,AZE,243,Siy?z?n
Azerbaijan,S?ki,AZE,234,S?ki
Azerbaijan,S?mkir,AZE,235,S?mkir
Azerbaijan,S?rur,AZE,236,S?rur
Azerbaijan,Sumqayit,AZE,244,Sumqayit
Azerbaijan,Susa,AZE,245,Susa
Azerbaijan,Tovuz,AZE,247,Tovuz
Azerbaijan,T?rt?r,AZE,246,T?rt?r
Azerbaijan,Ucar,AZE,248,Ucar
Azerbaijan,Xaçmaz,AZE,249,Xacmaz
Azerbaijan,Xanlar,AZE,250,Xanlar
Azerbaijan,Xizi,AZE,251,Xizi
Azerbaijan,Xocali,AZE,252,Xocali
Azerbaijan,Xocav?nd,AZE,253,Xocav?nd
Azerbaijan,Yardimli,AZE,254,Yardimli
Azerbaijan,Yevlax,AZE,255,Yevlax
Azerbaijan,Zaqatala,AZE,258,Zaqatala
Azerbaijan,Z?ngilan,AZE,256,Z?ngilan
Azerbaijan,Z?rdab,AZE,257,Z?rdab
Bahamas,Acklins,BHS,259,Acklins
Bahamas,Berry Islands,BHS,260,Berry Islands
Bahamas,Biminis,BHS,261,Biminis
Bahamas,Black Point,BHS,262,Black Point
Bahamas,Cat Island,BHS,263,Cat Island
Bahamas,Central Abaco,BHS,264,Central Abaco
Bahamas,Central Andros,BHS,265,Central Andros
Bahamas,Central Eleuthera,BHS,266,Central Eleuthera
Bahamas,City of Freeport,BHS,267,City of Freeport
Bahamas,Crooked Island,BHS,268,Crooked Island
Bahamas,East Grand Bahama,BHS,269,East Grand Bahama
Bahamas,Exuma,BHS,270,Exuma
Bahamas,Grand Cay,BHS,271,Grand Cay
Bahamas,Harbour Island,BHS,272,Harbour Island
Bahamas,Hope Town,BHS,273,Hope Town
Bahamas,Inagua,BHS,274,Inagua
Bahamas,Long Island,BHS,275,Long Island
Bahamas,Mangrove Cay,BHS,276,Mangrove Cay
Bahamas,Mayaguana,BHS,277,Mayaguana
Bahamas,Moore's Island,BHS,278,Moore's Island
Bahamas,New Providence,BHS,279,New Providence
Bahamas,North Abaco,BHS,280,North Abaco
Bahamas,North Andros,BHS,281,North Andros
Bahamas,North Eleuthera,BHS,282,North Eleuthera
Bahamas,Ragged Island,BHS,283,Ragged Island
Bahamas,Rum Cay,BHS,284,Rum Cay
Bahamas,San Salvador,BHS,285,San Salvador
Bahamas,South Abaco,BHS,286,South Abaco
Bahamas,South Andros,BHS,287,South Andros
Bahamas,South Eleuthera,BHS,288,South Eleuthera
Bahamas,Spanish Wells,BHS,289,Spanish Wells
Bahamas,West Grand Bahama,BHS,290,West Grand Bahama
Bahrain,Capital,BHR,291,Capital
Bahrain,Central,BHR,292,Central
Bahrain,Muharraq,BHR,293,Muharraq
Bahrain,Northern,BHR,294,Northern
Bahrain,Southern,BHR,295,Southern
Bangladesh,Barisal,BGD,296,Barisal
Bangladesh,Chittagong,BGD,297,Chittagong
Bangladesh,Dhaka,BGD,298,Dhaka
Bangladesh,Khulna,BGD,299,Khulna
Bangladesh,Rajshahi,BGD,300,Rajshahi
Bangladesh,Sylhet,BGD,301,Sylhet
Barbados,Christ Church,BRB,302,Christ Church
Barbados,Saint Andrew,BRB,303,Saint Andrew
Barbados,Saint George,BRB,304,Saint George
Barbados,Saint James,BRB,305,Saint James
Barbados,Saint John,BRB,306,Saint John
Barbados,Saint Joseph,BRB,307,Saint Joseph
Barbados,Saint Lucy,BRB,308,Saint Lucy
Barbados,Saint Michael,BRB,309,Saint Michael
Barbados,Saint Peter,BRB,310,Saint Peter
Barbados,Saint Philip,BRB,311,Saint Philip
Barbados,Saint Thomas,BRB,312,Saint Thomas
Belarus,Brest,BLR,313,Brest
Belarus,Homyel',BLR,314,Homyel'
Belarus,Hrodna,BLR,315,Hrodna
Belarus,Mahilyow,BLR,316,Mahilyow
Belarus,Minsk,BLR,317,Minsk
Belarus,Vitsyebsk,BLR,318,Vitsyebsk
Belgium,Bruxelles,BEL,319,Bruxelles
Belgium,Vlaanderen,BEL,320,Vlaanderen
Belgium,Wallonie,BEL,321,Wallonie
Belize,Belize,BLZ,322,Belize
Belize,Cayo,BLZ,323,Cayo
Belize,Corozal,BLZ,324,Corozal
Belize,Orange Walk,BLZ,325,Orange Walk
Belize,Stann Creek,BLZ,326,Stann Creek
Belize,Toledo,BLZ,327,Toledo
Benin,Alibori,BEN,328,Alibori
Benin,Atakora,BEN,329,Atakora
Benin,Atlantique,BEN,330,Atlantique
Benin,Borgou,BEN,331,Borgou
Benin,Collines,BEN,332,Collines
Benin,Donga,BEN,333,Donga
Benin,Kouffo,BEN,334,Kouffo
Benin,Littoral,BEN,335,Littoral
Benin,Mono,BEN,336,Mono
Benin,Ouémé,BEN,337,Oueme
Benin,Plateau,BEN,338,Plateau
Benin,Zou,BEN,339,Zou
Bermuda,Devonshire,BMU,340,Devonshire
Bermuda,Hamilton,BMU,341,Hamilton
Bermuda,Hamilton Municipality,BMU,342,Hamilton Municipality
Bermuda,Paget,BMU,343,Paget
Bermuda,Pembroke,BMU,344,Pembroke
Bermuda,Saint George municipality,BMU,346,Saint George municipality
Bermuda,Saint George's,BMU,345,Saint George's
Bermuda,Sandys,BMU,347,Sandys
Bermuda,Smiths,BMU,348,Smiths
Bermuda,Southampton,BMU,349,Southampton
Bermuda,Warwick,BMU,350,Warwick
Bhutan,Bumthang,BTN,351,Bumthang
Bhutan,Chhukha,BTN,352,Chhukha
Bhutan,Chirang,BTN,353,Chirang
Bhutan,Daga,BTN,354,Daga
Bhutan,Gasa,BTN,355,Gasa
Bhutan,Geylegphug,BTN,356,Geylegphug
Bhutan,Ha,BTN,357,Ha
Bhutan,Lhuntshi,BTN,358,Lhuntshi
Bhutan,Mongar,BTN,359,Mongar
Bhutan,Paro,BTN,360,Paro
Bhutan,Pemagatsel,BTN,361,Pemagatsel
Bhutan,Punakha,BTN,362,Punakha
Bhutan,Samchi,BTN,363,Samchi
Bhutan,Samdrup Jongkhar,BTN,364,Samdrup Jongkhar
Bhutan,Shemgang,BTN,365,Shemgang
Bhutan,Tashigang,BTN,367,Tashigang
Bhutan,Tashi Yangtse,BTN,366,Tashi Yangtse
Bhutan,Thimphu,BTN,368,Thimphu
Bhutan,Tongsa,BTN,369,Tongsa
Bhutan,Wangdi Phodrang,BTN,370,Wangdi Phodrang
Bolivia,Chuquisaca,BOL,371,Chuquisaca
Bolivia,Cochabamba,BOL,372,Cochabamba
Bolivia,El Beni,BOL,373,El Beni
Bolivia,La Paz,BOL,374,La Paz
Bolivia,Oruro,BOL,375,Oruro
Bolivia,Pando,BOL,376,Pando
Bolivia,Potosí,BOL,377,Potosi
Bolivia,Santa Cruz,BOL,378,Santa Cruz
Bolivia,Tarija,BOL,379,Tarija
"Bonaire, Saint Eustatius and Saba",,BES,380,
Bosnia and Herzegovina,Brcko,BIH,381,Brcko
Bosnia and Herzegovina,Federacija Bosna i Hercegovina,BIH,382,Federacija Bosna i Hercegovina
Bosnia and Herzegovina,Repuplika Srpska,BIH,383,Repuplika Srpska
Botswana,Central,BWA,384,Central
Botswana,Ghanzi,BWA,385,Ghanzi
Botswana,Kgalagadi,BWA,386,Kgalagadi
Botswana,Kgatleng,BWA,387,Kgatleng
Botswana,Kweneng,BWA,388,Kweneng
Botswana,North-East,BWA,389,North-East
Botswana,North-West,BWA,390,North-West
Botswana,South-East,BWA,391,South-East
Botswana,Southern,BWA,392,Southern
Bouvet Island,,BVT,393,
Brazil,Acre,BRA,394,Acre
Brazil,Alagoas,BRA,395,Alagoas
Brazil,Amapá,BRA,396,Amapa
Brazil,Amazonas,BRA,397,Amazonas
Brazil,Bahia,BRA,398,Bahia
Brazil,Ceará,BRA,399,Ceara
Brazil,Distrito Federal,BRA,400,Distrito Federal
Brazil,Espírito Santo,BRA,401,Espirito Santo
Brazil,Goiás,BRA,402,Goias
Brazil,Maranhão,BRA,403,Maranhao
Brazil,Mato Grosso,BRA,404,Mato Grosso
Brazil,Mato Grosso do Sul,BRA,405,Mato Grosso do Sul
Brazil,Minas Gerais,BRA,406,Minas Gerais
Brazil,Pará,BRA,407,Para
Brazil,Paraíba,BRA,408,Paraiba
Brazil,Paraná,BRA,409,Parana
Brazil,Pernambuco,BRA,410,Pernambuco
Brazil,Piauí,BRA,411,Piaui
Brazil,Rio de Janeiro,BRA,412,Rio de Janeiro
Brazil,Rio Grande do Norte,BRA,413,Rio Grande do Norte
Brazil,Rio Grande do Sul,BRA,414,Rio Grande do Sul
Brazil,Rondônia,BRA,415,Rondonia
Brazil,Roraima,BRA,416,Roraima
Brazil,Santa Catarina,BRA,417,Santa Catarina
Brazil,São Paulo,BRA,418,Sao Paulo
Brazil,Sergipe,BRA,419,Sergipe
Brazil,Tocantins,BRA,420,Tocantins
British Indian Ocean Territory,,IOT,421,
British Virgin Islands,,VGB,422,
Brunei,Belait,BRN,423,Belait
Brunei,Brunei and Muara,BRN,424,Brunei and Muara
Brunei,Temburong,BRN,425,Temburong
Brunei,Tutong,BRN,426,Tutong
Bulgaria,Blagoevgrad,BGR,427,Blagoevgrad
Bulgaria,Burgas,BGR,428,Burgas
Bulgaria,Dobrich,BGR,429,Dobrich
Bulgaria,Gabrovo,BGR,430,Gabrovo
Bulgaria,Grad Sofiya,BGR,431,Grad Sofiya
Bulgaria,Haskovo,BGR,432,Haskovo
Bulgaria,Kardzhali,BGR,433,Kardzhali
Bulgaria,Kyustendil,BGR,434,Kyustendil
Bulgaria,Lovech,BGR,435,Lovech
Bulgaria,Montana,BGR,436,Montana
Bulgaria,Pazardzhik,BGR,437,Pazardzhik
Bulgaria,Pernik,BGR,438,Pernik
Bulgaria,Pleven,BGR,439,Pleven
Bulgaria,Plovdiv,BGR,440,Plovdiv
Bulgaria,Razgrad,BGR,441,Razgrad
Bulgaria,Ruse,BGR,442,Ruse
Bulgaria,Shumen,BGR,443,Shumen
Bulgaria,Silistra,BGR,444,Silistra
Bulgaria,Sliven,BGR,445,Sliven
Bulgaria,Smolyan,BGR,446,Smolyan
Bulgaria,Sofia,BGR,447,Sofia
Bulgaria,Stara Zagora,BGR,448,Stara Zagora
Bulgaria,Targovishte,BGR,449,Targovishte
Bulgaria,Varna,BGR,450,Varna
Bulgaria,Veliko Tarnovo,BGR,451,Veliko Tarnovo
Bulgaria,Vidin,BGR,452,Vidin
Bulgaria,Vratsa,BGR,453,Vratsa
Bulgaria,Yambol,BGR,454,Yambol
Burkina Faso,Balé,BFA,455,Bale
Burkina Faso,Bam,BFA,456,Bam
Burkina Faso,Banwa,BFA,457,Banwa
Burkina Faso,Bazéga,BFA,458,Bazega
Burkina Faso,Bougouriba,BFA,459,Bougouriba
Burkina Faso,Boulgou,BFA,460,Boulgou
Burkina Faso,Boulkiemdé,BFA,461,Boulkiemde
Burkina Faso,Ganzourgou,BFA,462,Ganzourgou
Burkina Faso,Gnagna,BFA,463,Gnagna
Burkina Faso,Gourma,BFA,464,Gourma
Burkina Faso,Houet,BFA,465,Houet
Burkina Faso,Ioba,BFA,466,Ioba
Burkina Faso,Kadiogo,BFA,467,Kadiogo
Burkina Faso,Kénédougou,BFA,468,Kenedougou
Burkina Faso,Komoé,BFA,469,Komoe
Burkina Faso,Komondjari,BFA,470,Komondjari
Burkina Faso,Kompienga,BFA,471,Kompienga
Burkina Faso,Kossi,BFA,472,Kossi
Burkina Faso,Koulpélogo,BFA,473,Koulpelogo
Burkina Faso,Kouritenga,BFA,474,Kouritenga
Burkina Faso,Kourwéogo,BFA,475,Kourweogo
Burkina Faso,Léraba,BFA,476,Leraba
Burkina Faso,Loroum,BFA,477,Loroum
Burkina Faso,Mou Houn,BFA,478,Mou Houn
Burkina Faso,Nahouri,BFA,479,Nahouri
Burkina Faso,Namentenga,BFA,480,Namentenga
Burkina Faso,Nayala,BFA,481,Nayala
Burkina Faso,Oubritenga,BFA,482,Oubritenga
Burkina Faso,Oudalan,BFA,483,Oudalan
Burkina Faso,Passoré,BFA,484,Passore
Burkina Faso,Poni,BFA,485,Poni
Burkina Faso,Sanguié,BFA,486,Sanguie
Burkina Faso,Sanmatenga,BFA,487,Sanmatenga
Burkina Faso,Séno,BFA,488,Seno
Burkina Faso,Sissili,BFA,489,Sissili
Burkina Faso,Soum,BFA,490,Soum
Burkina Faso,Sourou,BFA,491,Sourou
Burkina Faso,Tapoa,BFA,492,Tapoa
Burkina Faso,Tuy,BFA,493,Tuy
Burkina Faso,Yagha,BFA,494,Yagha
Burkina Faso,Yatenga,BFA,495,Yatenga
Burkina Faso,Ziro,BFA,496,Ziro
Burkina Faso,Zondoma,BFA,497,Zondoma
Burkina Faso,Zoundwéogo,BFA,498,Zoundweogo
Burundi,Bubanza,BDI,499,Bubanza
Burundi,Bujumbura Mairie,BDI,500,Bujumbura Mairie
Burundi,Bujumbura Rural,BDI,501,Bujumbura Rural
Burundi,Bururi,BDI,502,Bururi
Burundi,Cankuzo,BDI,503,Cankuzo
Burundi,Cibitoke,BDI,504,Cibitoke
Burundi,Gitega,BDI,505,Gitega
Burundi,Karuzi,BDI,506,Karuzi
Burundi,Kayanza,BDI,507,Kayanza
Burundi,Kirundo,BDI,508,Kirundo
Burundi,Makamba,BDI,509,Makamba
Burundi,Muramvya,BDI,510,Muramvya
Burundi,Muyinga,BDI,511,Muyinga
Burundi,Mwaro,BDI,512,Mwaro
Burundi,Ngozi,BDI,513,Ngozi
Burundi,Rutana,BDI,514,Rutana
Burundi,Ruyigi,BDI,515,Ruyigi
Cambodia,Bântéay Méanchey,KHM,516,Banteay Meanchey
Cambodia,Batdâmbâng,KHM,517,Batdambang
Cambodia,Kâmpóng Cham,KHM,518,Kampong Cham
Cambodia,Kâmpóng Chhnang,KHM,519,Kampong Chhnang
Cambodia,Kâmpóng Sp,KHM,520,Kampong Sp
Cambodia,Kâmpóng Thum,KHM,521,Kampong Thum
Cambodia,Kâmpôt,KHM,522,Kampot
Cambodia,Kândal,KHM,523,Kandal
Cambodia,Kaôh Kong,KHM,524,Kaoh Kong
Cambodia,Kep,KHM,525,Kep
Cambodia,Krâchéh,KHM,526,Kracheh
Cambodia,Krong Pailin,KHM,527,Krong Pailin
Cambodia,Krong Preah Sihanouk,KHM,528,Krong Preah Sihanouk
Cambodia,Môndól Kiri,KHM,529,Mondol Kiri
Cambodia,Otdar Mean Chey,KHM,530,Otdar Mean Chey
Cambodia,Phnom Penh,KHM,531,Phnom Penh
Cambodia,Pouthisat,KHM,532,Pouthisat
Cambodia,Preah Vihéar,KHM,533,Preah Vihear
Cambodia,Prey Vêng,KHM,534,Prey Veng
Cambodia,Rôtânôkiri,KHM,535,Rotanokiri
Cambodia,Siemréab,KHM,536,Siemreab
Cambodia,Stng Trêng,KHM,537,Stng Treng
Cambodia,Svay Rieng,KHM,538,Svay Rieng
Cambodia,Takêv,KHM,539,Takev
Cameroon,Adamaoua,CMR,540,Adamaoua
Cameroon,Centre,CMR,541,Centre
Cameroon,Est,CMR,542,Est
Cameroon,Extrême-Nord,CMR,543,Extreme-Nord
Cameroon,Littoral,CMR,544,Littoral
Cameroon,Nord,CMR,545,Nord
Cameroon,Nord-Ouest,CMR,546,Nord-Ouest
Cameroon,Ouest,CMR,547,Ouest
Cameroon,Sud,CMR,548,Sud
Cameroon,Sud-Ouest,CMR,549,Sud-Ouest
Canada,Alberta,CAN,550,Alberta
Canada,British Columbia,CAN,551,British Columbia
Canada,Manitoba,CAN,552,Manitoba
Canada,New Brunswick,CAN,553,New Brunswick
Canada,Newfoundland and Labrador,CAN,554,Newfoundland and Labrador
Canada,Northwest Territories,CAN,555,Northwest Territories
Canada,Nova Scotia,CAN,556,Nova Scotia
Canada,Nunavut,CAN,557,Nunavut
Canada,Ontario,CAN,558,Ontario
Canada,Prince Edward Island,CAN,559,Prince Edward Island
Canada,Québec,CAN,560,Quebec
Canada,Saskatchewan,CAN,561,Saskatchewan
Canada,Yukon,CAN,562,Yukon
Cape Verde,Boa Vista,CPV,563,Boa Vista
Cape Verde,Brava,CPV,564,Brava
Cape Verde,Maio,CPV,565,Maio
Cape Verde,Mosteiros,CPV,566,Mosteiros
Cape Verde,Paúl,CPV,567,Paul
Cape Verde,Porto Novo,CPV,568,Porto Novo
Cape Verde,Praia,CPV,569,Praia
Cape Verde,Ribeira Grande,CPV,570,Ribeira Grande
Cape Verde,Sal,CPV,571,Sal
