ecozone,extent_2000,extent_perc,gain,gain_perc,id,loss,loss_perc,thresh,year
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,1792378.6007361747,0.5486455080033937,30,2003
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,1684081.109704914,0.2893622853559229,30,2003
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,6634427.159970409,0.3333376291484606,30,2003
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,6243808.23559,0.5876498416429947,30,2004
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2190328.941665568,0.6704577561911681,30,2004
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2672409.32414934,0.4591788750470739,30,2004
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8748631.956953801,0.439562929022563,30,2004
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,4799672.744645,0.4517318312647234,30,2005
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2186714.349331037,0.6693513326672601,30,2005
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2308169.96827388,0.3965945186135763,30,2005
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8752597.264078094,0.4397621604021209,30,2005
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,4780556.767465999,0.4499326887321165,30,2006
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2360211.981842801,0.7224588048763717,30,2006
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2305599.3935601297,0.39615283717106003,30,2006
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8131657.363525039,0.4085638927441548,30,2006
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,3989646.304126,0.3754943986696064,30,2007
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2659072.6274953713,0.8139397847814713,30,2007
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2797541.1558390604,0.4806792841306095,30,2007
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8893168.094059443,0.4468249475973945,30,2007
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,4684137.934664,0.4408580167227281,30,2008
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2690428.241748866,0.8235377106347488,30,2008
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2448057.24364837,0.4206302384261858,30,2008
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8730910.208436314,0.43867252424567027,30,2008
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,3432685.6383490004,0.3230748119853745,30,2009
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2073751.433768702,0.6347734838975936,30,2009
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2040304.8757536702,0.3505693866338554,30,2009
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,9390940.727471195,0.47183484603709624,30,2009
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,3966158.2834169995,0.3732837715764366,30,2010
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2339955.5068078,0.7162583157434556,30,2010
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2362112.27443095,0.40586299677477,30,2010
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,9842209.923023239,0.4945082434723199,30,2010
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,4503760.969781,0.4238814391517927,30,2011
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2165288.3295574486,0.6627928469219254,30,2011
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2271006.4336931496,0.3902090035476967,30,2011
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8590638.60792806,0.4316247714219751,30,2011
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,7355368.633123999,0.6922668104768805,30,2012
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,2433553.6905458476,0.7449086371900877,30,2012
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,2393849.82814651,0.4113162086312641,30,2012
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,10653264.483676814,0.5352585596397093,30,2012
Boreal,1062504878.438,59.316786676740065,1724927.0973699999,0.1623453343485664,234,7130633.098052001,0.6711153278218188,30,2013
Subtropical,326691565.7906175,14.508708866757727,1617518.069793075,0.495120853787138,824,1862625.51170091,0.5701480254604124,30,2013
Temperate,581997445.7394999,21.642903559980518,1299885.7886921668,0.22334905388467827,769,1581053.6000418302,0.27165988641632366,30,2013
Tropical,1990302498.0763857,35.0360303452663,2060309.6983481832,0.10351741508335838,1251,8053439.269110858,0.40463393262554087,30,2013
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,2410263.633828,0.29885428608993386,50,2001
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,1708867.732562275,0.6426499936663583,50,2001
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,1634356.46974563,0.30978516422042346,50,2001
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,6056528.656537293,0.36124979102394306,50,2001
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3784567.9748299997,0.46925753033925527,50,2002
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,1770770.0045490665,0.6659294400168354,50,2002
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,1652910.7943019501,0.3133020557836044,50,2002
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,6989054.434014514,0.41687154423309697,50,2002
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3344095.7147359997,0.4146423334847331,50,2003
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,1501023.9000098458,0.5644866372355278,50,2003
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,1568916.6678453102,0.29738133423993107,50,2003
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,5879410.074275004,0.3506853151571202,50,2003
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,4883804.40255,0.6055544537295671,50,2004
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2056261.080145021,0.7732934181805788,50,2004
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2544251.51485438,0.48225181466678174,50,2004
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7876869.174740117,0.4698264475685115,50,2004
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,4005444.6185930003,0.49664454757640897,50,2005
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2023455.575797921,0.7609563269246779,50,2005
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2226477.08941517,0.42201905370426185,50,2005
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7852575.44530316,0.46837741542815825,50,2005
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3930497.880782,0.4873517243727899,50,2006
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2182921.650116574,0.8209263700696915,50,2006
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2212991.01435962,0.4194628268020471,50,2006
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7293173.36050229,0.43501112630566774,50,2006
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3402650.0635100002,0.4219026256182216,50,2007
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2361797.0688085463,0.8881956411191839,50,2007
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2689542.9711956005,0.5097911786278733,50,2007
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7760192.422442945,0.4628671058770938,50,2007
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3865311.0298089995,0.4792690526116737,50,2008
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2508213.00987264,0.9432579503924763,50,2008
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2350577.6765001,0.44554178051546944,50,2008
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7592494.501975466,0.4528645380433501,50,2008
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,2837155.146784,0.35178557400041693,50,2009
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,1940796.041033673,0.7298707440673912,50,2009
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,1957881.3302506702,0.3711078951522759,50,2009
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,8305122.0999680245,0.4953701688183048,50,2009
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3145038.074507,0.3899607060783139,50,2010
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2065322.508584108,0.7767011289226243,50,2010
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2291659.4674701,0.4343740901138935,50,2010
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,8734276.154920243,0.5209676391615233,50,2010
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,3603670.977471,0.4468276839760692,50,2011
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2051184.5752844086,0.771384308567029,50,2011
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2209284.5857765297,0.41876028937613136,50,2011
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,7519073.075195683,0.4484852183727915,50,2011
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,5982680.447601,0.741806692420765,50,2012
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,2272072.7884571804,0.8544532354895414,50,2012
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,2307166.9077645,0.4373134580101682,50,2012
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,9435983.162057774,0.5628218966188634,50,2012
Boreal,806501277.0480001,45.02479487482767,1724927.0973699999,0.2138777887226257,234,5589292.151372001,0.6930295475575975,50,2013
Subtropical,265909554.09694752,11.809317133563956,1617518.069793075,0.6082963341750959,824,1657399.63986077,0.6232945053401509,50,2013
Temperate,527577385.3981999,19.619169390153495,1299885.7886921668,0.2463877005855835,769,1509769.5797804804,0.28617026081225044,50,2013
Tropical,1676548694.8436399,29.512906206282626,2060309.6983481832,0.12288994078638045,1251,6874834.157506045,0.4100587223413283,50,2013
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,1474398.0829079999,0.3403650297595836,75,2001
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1523290.624438193,0.8323654056882475,75,2001
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1438965.4173639999,0.35262106153229755,75,2001
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,4822662.216588401,0.36421556482551115,75,2001
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2136353.9369200002,0.4931776429623531,75,2002
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1548332.0967665298,0.8460487140072326,75,2002
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1465581.4133964002,0.35914335919242973,75,2002
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,5611053.206991213,0.4237561789048511,75,2002
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,1795222.0878939999,0.4144273018627022,75,2003
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1303991.0230804929,0.7125344300865334,75,2003
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1367315.1166945002,0.33506302658836523,75,2003
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,4653044.985086998,0.35140578611803097,75,2003
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2927592.4400099996,0.6758351760757901,75,2004
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1755350.582643318,0.9591689703899247,75,2004
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2257449.5290473998,0.5531920640222846,75,2004
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,6502194.483431869,0.49105666746524684,75,2004
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2706214.537024,0.6247300522890512,75,2005
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1743903.3098535792,0.9529138843893993,75,2005
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2006888.9424087,0.491791741976641,75,2005
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,6480725.553203337,0.4894352977324697,75,2005
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2655800.5372169996,0.6130919724898929,75,2006
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1849179.2771935018,1.010439396500022,75,2006
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1976236.0655540999,0.48428019941623096,75,2006
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,5891011.034336776,0.4448990650608129,75,2006
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2529748.270577,0.5839927868740474,75,2007
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,2002178.6976036993,1.0940422380042618,75,2007
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2421814.0088270004,0.5934698751765366,75,2007
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,6094256.28544572,0.4602484883888918,75,2007
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2695798.9698679997,0.6223256169699121,75,2008
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,2139558.893682062,1.169110331254341,75,2008
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2105536.0853776,0.515965401642864,75,2008
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,5875743.77180022,0.4437460557065677,75,2008
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2098603.8445880003,0.4844630281992451,75,2009
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1640044.251793199,0.8961626081654609,75,2009
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1766924.2874546002,0.43298797203257045,75,2009
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,6536276.462759639,0.49363059588771396,75,2009
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2325384.3930149996,0.5368153535373313,75,2010
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1807660.209855741,0.987752303982047,75,2010
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2083879.1304850003,0.5106583259260792,75,2010
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,6805995.267812706,0.5140002138527799,75,2010
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,2624956.8164810003,0.6059716946979556,75,2011
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1781072.7809618711,0.9732242450007774,75,2011
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2014323.2010546997,0.493613520418169,75,2011
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,5830447.409156842,0.44032519818767446,75,2011
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,3975242.4767509997,0.9176853521352158,75,2012
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1959738.4871009984,1.0708518090304053,75,2012
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,2097883.7797578,0.5140901903985475,75,2012
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,7493549.52379073,0.5659254680884723,75,2012
Boreal,433181424.058,24.18335260817744,1724927.0973699999,0.39819969222388535,234,3058905.6711420002,0.7061488561735819,75,2013
Subtropical,183007440.48566613,8.127548894723494,1617518.069793075,0.8838537195539684,824,1344030.97403379,0.7344132951463576,75,2013
Temperate,408076990.9519999,15.175274436125852,1299885.7886921668,0.31853934858215666,769,1299465.8933730703,0.3184364524796058,75,2013
Tropical,1324123042.0503442,23.309027209170345,2060309.6983481832,0.15559805493286238,1251,4963526.631951515,0.37485388248102075,75,2013
